日期,開盤,最高,最低,收盤,漲跌,成交金額,='儀表板'!$A$4&'儀表板'!$A$3,='儀表板'!$A$5&'儀表板'!$A$3,='儀表板'!$A$6&'儀表板'!$A$3,='儀表板'!$A$7&'儀表板'!$A$3,='儀表板'!$A$8&'儀表板'!$A$3,='儀表板'!$A$9&'儀表板'!$A$3,='儀表板'!$B$4&'儀表板'!$B$3,='儀表板'!$B$5&'儀表板'!$B$3,='儀表板'!$B$6&'儀表板'!$B$3
2021/10/21,207.19,209.82,207.14,207.33,0.34,930,"=IF(COUNTA($D1106:$G1106) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E1106, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1106)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1106:$G1106) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E1106, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1106)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1106:$G1106) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E1106, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1106)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1106:$G1106) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E1106, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1106)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1106:$G1106) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E1106, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1106)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1106:$G1106) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E1106, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1106)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1106:$G1106) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G1106, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1106)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1106:$G1106) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G1106, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1106)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1106:$G1106) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G1106, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1106)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2021/10/20,206.02,207.72,206.02,206.99,1.02,866,"=IF(COUNTA($D1107:$G1107) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E1107, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1107)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1107:$G1107) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E1107, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1107)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1107:$G1107) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E1107, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1107)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1107:$G1107) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E1107, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1107)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1107:$G1107) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E1107, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1107)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1107:$G1107) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E1107, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1107)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1107:$G1107) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G1107, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1107)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1107:$G1107) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G1107, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1107)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1107:$G1107) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G1107, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1107)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2021/10/19,202.55,206.1,202.55,205.97,3.56,893,"=IF(COUNTA($D1108:$G1108) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E1108, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1108)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1108:$G1108) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E1108, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1108)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1108:$G1108) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E1108, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1108)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1108:$G1108) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E1108, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1108)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1108:$G1108) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E1108, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1108)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1108:$G1108) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E1108, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1108)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1108:$G1108) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G1108, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1108)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1108:$G1108) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G1108, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1108)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1108:$G1108) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G1108, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1108)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2021/10/18,202.27,203.17,201.64,202.41,0.32,660,"=IF(COUNTA($D1109:$G1109) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E1109, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1109)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1109:$G1109) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E1109, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1109)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1109:$G1109) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E1109, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1109)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1109:$G1109) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E1109, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1109)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1109:$G1109) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E1109, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1109)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1109:$G1109) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E1109, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1109)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1109:$G1109) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G1109, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1109)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1109:$G1109) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G1109, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1109)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1109:$G1109) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G1109, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1109)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2021/10/15,198.96,202.56,198.96,202.09,3.82,685,"=IF(COUNTA($D1110:$G1110) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E1110, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1110)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1110:$G1110) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E1110, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1110)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1110:$G1110) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E1110, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1110)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1110:$G1110) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E1110, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1110)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1110:$G1110) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E1110, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1110)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1110:$G1110) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E1110, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1110)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1110:$G1110) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G1110, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1110)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1110:$G1110) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G1110, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1110)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1110:$G1110) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G1110, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1110)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2021/10/14,197.29,199.53,196.76,198.27,1.53,603,"=IF(COUNTA($D1111:$G1111) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E1111, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1111)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1111:$G1111) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E1111, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1111)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1111:$G1111) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E1111, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1111)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1111:$G1111) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E1111, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1111)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1111:$G1111) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E1111, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1111)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1111:$G1111) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E1111, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1111)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1111:$G1111) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G1111, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1111)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1111:$G1111) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G1111, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1111)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1111:$G1111) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G1111, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1111)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2021/10/13,201.02,201.66,196.74,196.74,-4.06,640,"=IF(COUNTA($D1112:$G1112) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E1112, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1112)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1112:$G1112) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E1112, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1112)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1112:$G1112) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E1112, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1112)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1112:$G1112) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E1112, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1112)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1112:$G1112) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E1112, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1112)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1112:$G1112) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E1112, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1112)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1112:$G1112) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G1112, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1112)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1112:$G1112) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G1112, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1112)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1112:$G1112) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G1112, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1112)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2021/10/12,203.08,203.08,200.58,200.8,-2.32,669,"=IF(COUNTA($D1113:$G1113) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E1113, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1113)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1113:$G1113) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E1113, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1113)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1113:$G1113) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E1113, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1113)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1113:$G1113) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E1113, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1113)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1113:$G1113) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E1113, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1113)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1113:$G1113) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E1113, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1113)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1113:$G1113) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G1113, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1113)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1113:$G1113) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G1113, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1113)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1113:$G1113) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G1113, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1113)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2021/10/08,202.83,204.7,202.47,203.12,0.54,796,"=IF(COUNTA($D1114:$G1114) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E1114, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1114)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1114:$G1114) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E1114, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1114)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1114:$G1114) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E1114, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1114)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1114:$G1114) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E1114, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1114)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1114:$G1114) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E1114, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1114)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1114:$G1114) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E1114, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1114)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1114:$G1114) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G1114, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1114)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1114:$G1114) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G1114, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1114)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1114:$G1114) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G1114, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1114)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2021/10/07,197.45,202.66,197.45,202.58,5.59,649,"=IF(COUNTA($D1115:$G1115) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E1115, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1115)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1115:$G1115) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E1115, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1115)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1115:$G1115) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E1115, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1115)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1115:$G1115) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E1115, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1115)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1115:$G1115) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E1115, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1115)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1115:$G1115) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E1115, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1115)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1115:$G1115) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G1115, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1115)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1115:$G1115) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G1115, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1115)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1115:$G1115) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G1115, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1115)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2021/10/06,199.03,200.74,196.78,196.99,-1.93,647,"=IF(COUNTA($D1116:$G1116) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E1116, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1116)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1116:$G1116) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E1116, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1116)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1116:$G1116) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E1116, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1116)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1116:$G1116) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E1116, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1116)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1116:$G1116) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E1116, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1116)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1116:$G1116) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E1116, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1116)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1116:$G1116) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G1116, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1116)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1116:$G1116) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G1116, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1116)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1116:$G1116) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G1116, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1116)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2021/10/05,196.08,198.95,191.82,198.92,2.27,630,"=IF(COUNTA($D1117:$G1117) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E1117, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1117)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1117:$G1117) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E1117, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1117)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1117:$G1117) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E1117, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1117)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1117:$G1117) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E1117, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1117)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1117:$G1117) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E1117, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1117)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1117:$G1117) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E1117, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1117)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1117:$G1117) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G1117, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1117)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1117:$G1117) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G1117, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1117)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1117:$G1117) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G1117, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1117)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2021/10/04,201.28,203.17,196.58,196.65,-4.54,630,"=IF(COUNTA($D1118:$G1118) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E1118, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1118)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1118:$G1118) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E1118, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1118)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1118:$G1118) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E1118, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1118)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1118:$G1118) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E1118, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1118)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1118:$G1118) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E1118, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1118)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1118:$G1118) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E1118, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E1118)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1118:$G1118) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G1118, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1118)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1118:$G1118) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G1118, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1118)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D1118:$G1118) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G1118, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G1118)), COUNT(range) < N), ""-"", AVERAGE(range))))"
