日期,開盤,最高,最低,收盤,漲跌,成交金額,='儀表板'!$A$4&'儀表板'!$A$3,='儀表板'!$A$5&'儀表板'!$A$3,='儀表板'!$A$6&'儀表板'!$A$3,='儀表板'!$A$7&'儀表板'!$A$3,='儀表板'!$A$8&'儀表板'!$A$3,='儀表板'!$A$9&'儀表板'!$A$3,='儀表板'!$B$4&'儀表板'!$B$3,='儀表板'!$B$5&'儀表板'!$B$3,='儀表板'!$B$6&'儀表板'!$B$3
2025/06/03,222.37,223.97,222.36,222.5,0.46,754,"=IF(COUNTA($D232:$G232) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E232, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E232)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D232:$G232) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E232, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E232)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D232:$G232) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E232, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E232)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D232:$G232) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E232, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E232)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D232:$G232) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E232, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E232)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D232:$G232) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E232, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E232)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D232:$G232) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G232, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G232)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D232:$G232) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G232, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G232)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D232:$G232) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G232, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G232)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/06/02,226.93,226.93,221.29,222.04,-5.23,611,"=IF(COUNTA($D233:$G233) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E233, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E233)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D233:$G233) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E233, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E233)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D233:$G233) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E233, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E233)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D233:$G233) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E233, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E233)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D233:$G233) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E233, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E233)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D233:$G233) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E233, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E233)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D233:$G233) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G233, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G233)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D233:$G233) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G233, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G233)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D233:$G233) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G233, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G233)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/05/29,226.2,227.89,226.2,227.27,1.43,775,"=IF(COUNTA($D234:$G234) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E234, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E234)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D234:$G234) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E234, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E234)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D234:$G234) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E234, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E234)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D234:$G234) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E234, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E234)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D234:$G234) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E234, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E234)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D234:$G234) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E234, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E234)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D234:$G234) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G234, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G234)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D234:$G234) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G234, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G234)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D234:$G234) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G234, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G234)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/05/28,226.76,229.07,225.19,225.84,-0.42,719,"=IF(COUNTA($D235:$G235) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E235, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E235)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D235:$G235) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E235, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E235)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D235:$G235) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E235, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E235)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D235:$G235) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E235, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E235)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D235:$G235) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E235, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E235)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D235:$G235) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E235, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E235)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D235:$G235) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G235, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G235)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D235:$G235) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G235, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G235)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D235:$G235) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G235, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G235)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/05/27,227.82,229.1,226.1,226.26,-1.41,712,"=IF(COUNTA($D236:$G236) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E236, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E236)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D236:$G236) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E236, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E236)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D236:$G236) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E236, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E236)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D236:$G236) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E236, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E236)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D236:$G236) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E236, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E236)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D236:$G236) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E236, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E236)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D236:$G236) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G236, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G236)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D236:$G236) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G236, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G236)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D236:$G236) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G236, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G236)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/05/26,228.88,229.24,227.67,227.67,-1.12,650,"=IF(COUNTA($D237:$G237) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E237, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E237)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D237:$G237) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E237, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E237)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D237:$G237) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E237, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E237)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D237:$G237) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E237, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E237)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D237:$G237) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E237, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E237)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D237:$G237) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E237, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E237)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D237:$G237) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G237, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G237)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D237:$G237) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G237, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G237)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D237:$G237) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G237, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G237)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/05/23,229.19,230.65,228.58,228.79,-0.19,831,"=IF(COUNTA($D238:$G238) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E238, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E238)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D238:$G238) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E238, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E238)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D238:$G238) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E238, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E238)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D238:$G238) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E238, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E238)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D238:$G238) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E238, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E238)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D238:$G238) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E238, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E238)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D238:$G238) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G238, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G238)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D238:$G238) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G238, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G238)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D238:$G238) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G238, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G238)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/05/22,230.09,230.09,227.59,228.98,-1.28,739,"=IF(COUNTA($D239:$G239) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E239, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E239)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D239:$G239) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E239, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E239)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D239:$G239) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E239, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E239)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D239:$G239) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E239, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E239)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D239:$G239) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E239, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E239)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D239:$G239) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E239, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E239)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D239:$G239) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G239, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G239)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D239:$G239) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G239, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G239)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D239:$G239) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G239, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G239)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/05/21,227.89,230.26,227.89,230.26,2.52,765,"=IF(COUNTA($D240:$G240) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E240, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E240)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D240:$G240) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E240, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E240)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D240:$G240) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E240, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E240)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D240:$G240) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E240, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E240)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D240:$G240) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E240, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E240)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D240:$G240) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E240, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E240)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D240:$G240) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G240, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G240)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D240:$G240) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G240, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G240)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D240:$G240) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G240, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G240)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/05/20,227.44,229.89,227.44,227.74,0.66,666,"=IF(COUNTA($D241:$G241) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E241, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E241)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D241:$G241) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E241, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E241)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D241:$G241) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E241, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E241)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D241:$G241) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E241, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E241)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D241:$G241) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E241, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E241)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D241:$G241) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E241, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E241)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D241:$G241) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G241, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G241)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D241:$G241) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G241, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G241)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D241:$G241) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G241, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G241)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/05/19,231.01,231.01,227.08,227.08,-3.84,674,"=IF(COUNTA($D242:$G242) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E242, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E242)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D242:$G242) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E242, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E242)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D242:$G242) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E242, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E242)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D242:$G242) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E242, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E242)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D242:$G242) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E242, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E242)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D242:$G242) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E242, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E242)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D242:$G242) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G242, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G242)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D242:$G242) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G242, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G242)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D242:$G242) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G242, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G242)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/05/16,230.19,231.66,230.19,230.92,0.79,740,"=IF(COUNTA($D243:$G243) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E243, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E243)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D243:$G243) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E243, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E243)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D243:$G243) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E243, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E243)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D243:$G243) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E243, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E243)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D243:$G243) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E243, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E243)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D243:$G243) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E243, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E243)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D243:$G243) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G243, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G243)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D243:$G243) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G243, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G243)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D243:$G243) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G243, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G243)), COUNT(range) < N), ""-"", AVERAGE(range))))"
2025/05/15,231.51,232.09,230.13,230.13,-1.34,822,"=IF(COUNTA($D244:$G244) = 0, """", LET(N, '儀表板'!$A$4, range, OFFSET($E244, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E244)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D244:$G244) = 0, """", LET(N, '儀表板'!$A$5, range, OFFSET($E244, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E244)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D244:$G244) = 0, """", LET(N, '儀表板'!$A$6, range, OFFSET($E244, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E244)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D244:$G244) = 0, """", LET(N, '儀表板'!$A$7, range, OFFSET($E244, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E244)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D244:$G244) = 0, """", LET(N, '儀表板'!$A$8, range, OFFSET($E244, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E244)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D244:$G244) = 0, """", LET(N, '儀表板'!$A$9, range, OFFSET($E244, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($E244)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D244:$G244) = 0, """", LET(N, '儀表板'!$B$4, range, OFFSET($G244, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G244)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D244:$G244) = 0, """", LET(N, '儀表板'!$B$5, range, OFFSET($G244, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G244)), COUNT(range) < N), ""-"", AVERAGE(range))))","=IF(COUNTA($D244:$G244) = 0, """", LET(N, '儀表板'!$B$6, range, OFFSET($G244, 0, 0, N, 1), IF(OR(NOT(ISNUMBER($G244)), COUNT(range) < N), ""-"", AVERAGE(range))))"
